"order_date","product_name","category","region","quantity","sales","profit","cost","unit_price","margem_percentual"
"2023-04-09","Tablet","Electronics","North","3",603.0,153.37,449.63,201.0,25.43
"2023-03-10","Headphones","Accessories","West","9",1899.0,501.4,1397.6,211.0,26.4
"2023-01-03","Printer","Office","North","4",544.0,67.84,476.16,136.0,12.47
"2022-05-29","Monitor","Accessories","North","9",6471.0,1844.59,4626.41,719.0,28.51
"2023-03-22","Keyboard","Accessories","North","1",677.0,54.14,622.86,677.0,8.0
"2022-09-07","Laptop","Electronics","South","4",1372.0,302.58,1069.42,343.0,22.05
"2024-06-08","Keyboard","Accessories","North","9",7542.0,1477.49,6064.51,838.0,19.59
"2023-04-16","Monitor","Accessories","West","1",924.0,125.65,798.35,924.0,13.6
"2022-07-11","Smartphone","Electronics","East","5",3940.0,755.11,3184.89,788.0,19.17
"2024-10-05","Tablet","Electronics","West","2",374.0,49.26,324.74,187.0,13.17
"2023-03-19","Printer","Office","North","5",1800.0,252.69,1547.31,360.0,14.04
"2022-12-26","Monitor","Accessories","West","5",3170.0,868.34,2301.66,634.0,27.39
"2024-08-17","Headphones","Accessories","North","7",5362.0,1029.47,4332.53,766.0,19.2
"2023-11-05","Monitor","Accessories","East","9",5976.0,1747.57,4228.43,664.0,29.24
"2023-07-06","Keyboard","Accessories","North","9",8514.0,1400.4,7113.6,946.0,16.45
"2023-11-25","Laptop","Electronics","South","1",810.0,157.47,652.53,810.0,19.44
"2022-01-08","Mouse","Accessories","South","1",71.0,12.02,58.98,71.0,16.93
"2022-06-15","Laptop","Electronics","North","1",651.0,57.94,593.06,651.0,8.9
"2022-03-13","Monitor","Accessories","North","3",1245.0,119.11,1125.89,415.0,9.57
"2023-11-06","Monitor","Accessories","West","1",464.0,58.38,405.62,464.0,12.58
"2023-02-11","Monitor","Accessories","North","5",5155.0,356.43,4798.57,1031.0,6.91
"2023-12-11","Smartphone","Electronics","East","5",5175.0,786.27,4388.73,1035.0,15.19
"2022-01-13","Smartphone","Electronics","East","2",1668.0,470.42,1197.58,834.0,28.2
"2024-09-30","Printer","Office","East","3",1872.0,532.81,1339.19,624.0,28.46
"2023-01-16","Laptop","Electronics","North","3",513.0,132.56,380.44,171.0,25.84
"2024-04-05","Printer","Office","West","2",2276.0,366.5,1909.5,1138.0,16.1
"2024-01-02","Mouse","Accessories","West","4",3428.0,305.79,3122.21,857.0,8.92
"2024-03-02","Keyboard","Accessories","East","2",1640.0,176.87,1463.13,820.0,10.78
"2024-05-25","Camera","Electronics","East","7",7077.0,1921.73,5155.27,1011.0,27.15
"2023-10-20","Printer","Office","South","9",9225.0,1391.15,7833.85,1025.0,15.08
"2022-06-20","Mouse","Accessories","South","5",3910.0,584.77,3325.23,782.0,14.96
"2023-05-09","Printer","Office","West","5",1995.0,369.22,1625.78,399.0,18.51
"2023-08-31","Keyboard","Accessories","North","7",385.0,43.43,341.57,55.0,11.28
"2023-03-23","Mouse","Accessories","East","4",4316.0,566.7,3749.3,1079.0,13.13
"2024-04-28","Smartwatch","Electronics","North","1",1169.0,340.69,828.31,1169.0,29.14
"2023-03-30","Headphones","Accessories","East","5",2325.0,506.32,1818.68,465.0,21.78
"2024-02-18","Monitor","Accessories","North","1",199.0,48.92,150.08,199.0,24.58
"2022-08-13","Smartwatch","Electronics","South","3",375.0,80.58,294.42,125.0,21.49
"2022-05-05","Laptop","Electronics","East","9",8010.0,763.32,7246.68,890.0,9.53
"2023-01-03","Mouse","Accessories","East","4",316.0,77.13,238.87,79.0,24.41
"2024-11-14","Camera","Electronics","South","9",5895.0,442.49,5452.51,655.0,7.51
"2022-04-09","Headphones","Accessories","East","4",388.0,35.21,352.79,97.0,9.07
"2024-06-12","Mouse","Accessories","West","5",3670.0,462.97,3207.03,734.0,12.61
"2024-10-15","Smartphone","Electronics","East","9",7731.0,2178.05,5552.95,859.0,28.17
"2023-10-18","Laptop","Electronics","South","3",1596.0,91.23,1504.77,532.0,5.72
"2024-04-06","Camera","Electronics","East","4",4192.0,216.16,3975.84,1048.0,5.16
"2023-07-29","Tablet","Electronics","West","7",5264.0,756.33,4507.67,752.0,14.37
"2023-06-04","Laptop","Electronics","North","1",425.0,48.81,376.19,425.0,11.48
"2022-03-17","Smartwatch","Electronics","North","4",3380.0,211.72,3168.28,845.0,6.26
"2024-03-07","Printer","Office","East","7",8379.0,2009.05,6369.95,1197.0,23.98
"2022-03-05","Keyboard","Accessories","North","4",2040.0,393.72,1646.28,510.0,19.3
"2024-04-17","Printer","Office","East","4",1336.0,116.65,1219.35,334.0,8.73
"2024-08-22","Keyboard","Accessories","South","2",1934.0,157.41,1776.59,967.0,8.14
"2024-04-09","Keyboard","Accessories","South","3",1560.0,391.11,1168.89,520.0,25.07
"2024-07-20","Keyboard","Accessories","North","6",4446.0,1217.86,3228.14,741.0,27.39
"2023-03-17","Printer","Office","West","3",1893.0,508.8,1384.2,631.0,26.88
"2024-07-04","Camera","Electronics","East","4",4492.0,670.42,3821.58,1123.0,14.92
"2023-08-12","Mouse","Accessories","South","6",6228.0,1852.45,4375.55,1038.0,29.74
"2023-04-23","Camera","Electronics","East","7",4403.0,1295.89,3107.11,629.0,29.43
"2022-10-15","Headphones","Accessories","South","9",4176.0,510.97,3665.03,464.0,12.24
"2022-05-24","Keyboard","Accessories","West","2",486.0,64.43,421.57,243.0,13.26
"2022-05-09","Printer","Office","East","5",4880.0,1084.69,3795.31,976.0,22.23
"2022-11-02","Printer","Office","West","5",265.0,53.21,211.79,53.0,20.08
"2023-09-10","Laptop","Electronics","East","1",1041.0,128.58,912.42,1041.0,12.35
"2024-03-28","Smartphone","Electronics","East","8",9448.0,616.5,8831.5,1181.0,6.53
"2022-07-01","Headphones","Accessories","South","3",1617.0,440.46,1176.54,539.0,27.24
"2024-02-17","Laptop","Electronics","West","2",1486.0,233.7,1252.3,743.0,15.73
"2023-07-08","Smartwatch","Electronics","East","8",7152.0,1539.72,5612.28,894.0,21.53
"2022-12-29","Mouse","Accessories","East","6",1404.0,368.36,1035.64,234.0,26.24
"2023-08-11","Camera","Electronics","South","2",122.0,16.23,105.77,61.0,13.3
"2023-08-01","Camera","Electronics","North","9",7533.0,1285.72,6247.28,837.0,17.07
"2023-07-23","Headphones","Accessories","South","4",3888.0,810.08,3077.92,972.0,20.84
"2024-07-05","Smartphone","Electronics","South","5",870.0,48.87,821.13,174.0,5.62
"2022-11-28","Mouse","Accessories","South","2",1446.0,403.89,1042.11,723.0,27.93
"2024-11-11","Tablet","Electronics","South","6",510.0,151.91,358.09,85.0,29.79
"2024-07-29","Keyboard","Accessories","West","8",6224.0,790.27,5433.73,778.0,12.7
"2023-04-25","Keyboard","Accessories","North","2",686.0,85.03,600.97,343.0,12.4
"2023-12-11","Mouse","Accessories","West","4",2840.0,591.94,2248.06,710.0,20.84
"2023-11-12","Laptop","Electronics","South","7",2562.0,347.62,2214.38,366.0,13.57
"2024-05-04","Smartphone","Electronics","West","5",790.0,216.12,573.88,158.0,27.36
"2022-07-09","Laptop","Electronics","East","5",4170.0,786.42,3383.58,834.0,18.86
"2022-11-22","Tablet","Electronics","East","4",1360.0,373.59,986.41,340.0,27.47
"2022-03-13","Camera","Electronics","East","6",5316.0,782.42,4533.58,886.0,14.72
"2023-07-20","Laptop","Electronics","West","4",3956.0,293.38,3662.62,989.0,7.42
"2022-05-09","Monitor","Accessories","North","3",726.0,94.38,631.62,242.0,13.0
"2024-08-04","Smartphone","Electronics","North","4",228.0,29.37,198.63,57.0,12.88
"2022-07-31","Headphones","Accessories","North","3",2274.0,442.57,1831.43,758.0,19.46
"2024-09-13","Keyboard","Accessories","North","9",2628.0,459.87,2168.13,292.0,17.5
"2024-05-26","Camera","Electronics","South","6",606.0,104.85,501.15,101.0,17.3
"2024-11-15","Headphones","Accessories","East","8",7256.0,558.79,6697.21,907.0,7.7
"2023-03-11","Camera","Electronics","West","4",1956.0,125.69,1830.31,489.0,6.43
"2024-06-20","Printer","Office","South","6",3954.0,690.1,3263.9,659.0,17.45
"2023-01-11","Keyboard","Accessories","East","6",2262.0,442.86,1819.14,377.0,19.58
"2022-02-15","Printer","Office","North","4",2804.0,391.59,2412.41,701.0,13.97
"2022-04-26","Tablet","Electronics","South","9",5850.0,1511.06,4338.94,650.0,25.83
"2023-06-07","Keyboard","Accessories","West","1",56.0,9.16,46.84,56.0,16.36
"2024-01-17","Monitor","Accessories","East","9",4302.0,344.64,3957.36,478.0,8.01
"2024-05-14","Camera","Electronics","West","9",10143.0,1690.66,8452.34,1127.0,16.67
"2023-05-15","Headphones","Accessories","North","1",1012.0,164.89,847.11,1012.0,16.29
"2023-05-22","Tablet","Electronics","East","9",8964.0,448.62,8515.38,996.0,5.0
"2022-08-05","Mouse","Accessories","South","6",1758.0,262.36,1495.64,293.0,14.92
"2023-10-12","Printer","Office","North","6",6348.0,557.72,5790.28,1058.0,8.79
"2023-11-04","Printer","Office","North","2",1582.0,422.46,1159.54,791.0,26.7
"2023-05-17","Mouse","Accessories","South","2",1924.0,394.4,1529.6,962.0,20.5
"2023-04-02","Keyboard","Accessories","North","1",120.0,23.86,96.14,120.0,19.88
"2024-01-26","Headphones","Accessories","East","8",7752.0,1943.84,5808.16,969.0,25.08
"2023-07-13","Camera","Electronics","East","2",1114.0,300.44,813.56,557.0,26.97
"2024-11-28","Keyboard","Accessories","North","5",1765.0,229.06,1535.94,353.0,12.98
"2022-08-10","Keyboard","Accessories","West","6",6834.0,1418.21,5415.79,1139.0,20.75
"2022-09-14","Smartphone","Electronics","East","5",1520.0,433.53,1086.47,304.0,28.52
"2023-08-05","Smartwatch","Electronics","West","7",8141.0,767.6,7373.4,1163.0,9.43
"2023-08-30","Tablet","Electronics","South","8",5176.0,866.36,4309.64,647.0,16.74
"2024-05-11","Mouse","Accessories","East","9",738.0,64.42,673.58,82.0,8.73
"2024-01-17","Printer","Office","South","9",4086.0,217.48,3868.52,454.0,5.32
"2022-09-16","Mouse","Accessories","East","2",442.0,28.13,413.87,221.0,6.36
"2023-01-13","Smartphone","Electronics","East","6",2478.0,153.86,2324.14,413.0,6.21
"2022-01-22","Keyboard","Accessories","South","2",1860.0,327.15,1532.85,930.0,17.59
"2022-05-24","Monitor","Accessories","East","9",4968.0,991.82,3976.18,552.0,19.96
"2023-03-05","Printer","Office","South","3",1446.0,278.94,1167.06,482.0,19.29
"2023-04-25","Mouse","Accessories","East","7",1722.0,414.87,1307.13,246.0,24.09
"2024-07-13","Smartwatch","Electronics","East","7",6573.0,460.28,6112.72,939.0,7.0
"2024-09-01","Headphones","Accessories","East","3",2481.0,249.52,2231.48,827.0,10.06
"2024-12-26","Monitor","Accessories","West","6",3828.0,1102.86,2725.14,638.0,28.81
"2023-08-20","Tablet","Electronics","East","7",1197.0,103.34,1093.66,171.0,8.63
"2022-01-09","Tablet","Electronics","West","7",7623.0,1459.84,6163.16,1089.0,19.15
"2022-08-14","Mouse","Accessories","North","9",3384.0,252.11,3131.89,376.0,7.45
"2022-01-01","Monitor","Accessories","South","8",1296.0,273.97,1022.03,162.0,21.14
"2024-07-25","Tablet","Electronics","West","8",2840.0,262.62,2577.38,355.0,9.25
"2024-08-22","Camera","Electronics","East","7",1540.0,342.93,1197.07,220.0,22.27
"2022-06-28","Camera","Electronics","West","2",1414.0,308.39,1105.61,707.0,21.81
"2023-04-26","Camera","Electronics","West","8",8328.0,466.38,7861.62,1041.0,5.6
"2023-08-29","Camera","Electronics","North","2",744.0,217.21,526.79,372.0,29.19
"2023-01-02","Mouse","Accessories","South","9",1773.0,168.01,1604.99,197.0,9.48
"2023-08-11","Smartphone","Electronics","East","7",6034.0,1018.37,5015.63,862.0,16.88
"2023-06-22","Smartphone","Electronics","South","9",756.0,99.21,656.79,84.0,13.12
"2024-07-27","Monitor","Accessories","East","8",2256.0,468.52,1787.48,282.0,20.77
"2023-11-30","Monitor","Accessories","North","7",875.0,203.63,671.37,125.0,23.27
"2024-11-26","Headphones","Accessories","South","4",1208.0,115.13,1092.87,302.0,9.53
"2023-08-15","Headphones","Accessories","South","2",352.0,54.19,297.81,176.0,15.39
"2023-02-23","Printer","Office","West","6",4266.0,357.51,3908.49,711.0,8.38
"2022-03-26","Tablet","Electronics","North","7",1841.0,496.89,1344.11,263.0,26.99
"2024-07-27","Camera","Electronics","East","1",712.0,89.5,622.5,712.0,12.57
"2024-03-23","Printer","Office","West","2",724.0,72.19,651.81,362.0,9.97
"2024-12-09","Smartphone","Electronics","West","8",5832.0,662.72,5169.28,729.0,11.36
"2023-06-17","Keyboard","Accessories","South","6",4188.0,989.14,3198.86,698.0,23.62
"2023-09-21","Tablet","Electronics","West","1",392.0,50.7,341.3,392.0,12.93
"2022-05-14","Laptop","Electronics","East","9",963.0,49.71,913.29,107.0,5.16
"2024-04-13","Camera","Electronics","West","6",5706.0,319.46,5386.54,951.0,5.6
"2024-06-11","Headphones","Accessories","West","7",1365.0,312.04,1052.96,195.0,22.86
"2023-05-23","Headphones","Accessories","South","1",202.0,11.24,190.76,202.0,5.56
"2023-12-24","Smartphone","Electronics","North","9",2430.0,613.67,1816.33,270.0,25.25
"2023-04-26","Monitor","Accessories","South","3",2670.0,515.39,2154.61,890.0,19.3
"2022-01-21","Tablet","Electronics","South","7",2758.0,520.66,2237.34,394.0,18.88
"2022-10-14","Monitor","Accessories","South","9",873.0,82.35,790.65,97.0,9.43
"2023-08-23","Smartwatch","Electronics","West","9",7245.0,1410.92,5834.08,805.0,19.47
"2023-09-13","Camera","Electronics","North","4",960.0,255.24,704.76,240.0,26.59
"2024-12-28","Smartwatch","Electronics","East","4",1284.0,171.02,1112.98,321.0,13.32
"2023-06-09","Mouse","Accessories","West","4",512.0,110.47,401.53,128.0,21.58
"2022-07-10","Smartwatch","Electronics","South","9",9729.0,2039.41,7689.59,1081.0,20.96
"2023-01-11","Camera","Electronics","North","5",1580.0,166.16,1413.84,316.0,10.52
"2023-07-26","Mouse","Accessories","East","8",976.0,234.24,741.76,122.0,24.0
"2024-01-05","Printer","Office","North","8",1824.0,495.35,1328.65,228.0,27.16
"2023-05-08","Smartphone","Electronics","South","4",3188.0,202.81,2985.19,797.0,6.36
"2023-11-29","Camera","Electronics","East","7",5467.0,556.02,4910.98,781.0,10.17
"2024-09-05","Smartphone","Electronics","South","6",5406.0,1277.46,4128.54,901.0,23.63
"2024-08-08","Headphones","Accessories","East","8",2984.0,742.31,2241.69,373.0,24.88
"2023-04-12","Printer","Office","North","1",919.0,193.35,725.65,919.0,21.04
"2023-08-18","Camera","Electronics","South","6",1686.0,426.72,1259.28,281.0,25.31
"2023-06-02","Laptop","Electronics","West","7",4165.0,493.24,3671.76,595.0,11.84
"2023-11-17","Smartphone","Electronics","West","7",1281.0,282.63,998.37,183.0,22.06
"2024-06-17","Smartwatch","Electronics","East","3",2829.0,362.16,2466.84,943.0,12.8
"2024-04-06","Monitor","Accessories","West","3",2211.0,292.31,1918.69,737.0,13.22
"2024-12-18","Headphones","Accessories","East","4",4740.0,607.81,4132.19,1185.0,12.82
"2023-12-09","Camera","Electronics","East","1",718.0,169.09,548.91,718.0,23.55
"2022-10-10","Headphones","Accessories","North","6",1716.0,108.81,1607.19,286.0,6.34
"2024-04-22","Monitor","Accessories","South","7",1547.0,152.59,1394.41,221.0,9.86
"2022-06-14","Mouse","Accessories","North","1",739.0,111.18,627.82,739.0,15.04
"2023-09-03","Laptop","Electronics","West","3",819.0,231.88,587.12,273.0,28.31
"2023-12-19","Laptop","Electronics","South","8",5696.0,1156.3,4539.7,712.0,20.3
"2023-01-22","Monitor","Accessories","South","2",1706.0,184.71,1521.29,853.0,10.83
"2024-01-23","Camera","Electronics","North","2",2066.0,608.23,1457.77,1033.0,29.44
"2024-06-07","Laptop","Electronics","North","2",256.0,35.66,220.34,128.0,13.93
"2024-02-04","Smartphone","Electronics","North","2",1102.0,182.54,919.46,551.0,16.56
"2024-08-31","Monitor","Accessories","North","8",2872.0,483.94,2388.06,359.0,16.85
"2024-11-11","Tablet","Electronics","East","4",2584.0,394.52,2189.48,646.0,15.27
"2024-07-27","Mouse","Accessories","North","2",1366.0,298.32,1067.68,683.0,21.84
"2024-05-11","Smartwatch","Electronics","South","7",1253.0,354.23,898.77,179.0,28.27
"2023-03-24","Laptop","Electronics","West","7",2618.0,300.81,2317.19,374.0,11.49
"2022-09-22","Headphones","Accessories","East","9",6822.0,1811.37,5010.63,758.0,26.55
"2023-11-05","Keyboard","Accessories","East","6",5286.0,636.16,4649.84,881.0,12.03
"2024-06-13","Monitor","Accessories","North","1",579.0,133.57,445.43,579.0,23.07
"2022-02-28","Laptop","Electronics","West","8",1392.0,190.99,1201.01,174.0,13.72
"2022-11-14","Laptop","Electronics","West","9",2493.0,696.69,1796.31,277.0,27.95
"2023-09-17","Smartphone","Electronics","North","7",6461.0,766.45,5694.55,923.0,11.86
"2022-08-17","Tablet","Electronics","East","2",1486.0,201.07,1284.93,743.0,13.53
"2023-05-14","Printer","Office","South","1",1152.0,280.28,871.72,1152.0,24.33
"2022-03-12","Smartwatch","Electronics","West","2",1750.0,103.99,1646.01,875.0,5.94
"2022-07-12","Smartphone","Electronics","West","7",4417.0,495.37,3921.63,631.0,11.22
"2024-07-05","Laptop","Electronics","South","4",3724.0,276.85,3447.15,931.0,7.43
"2023-06-16","Camera","Electronics","West","3",2220.0,121.14,2098.86,740.0,5.46
"2023-06-20","Monitor","Accessories","West","8",9104.0,2620.58,6483.42,1138.0,28.78
"2024-08-08","Printer","Office","West","3",3093.0,584.23,2508.77,1031.0,18.89
"2023-03-01","Headphones","Accessories","South","6",3048.0,842.24,2205.76,508.0,27.63
"2022-05-02","Smartphone","Electronics","North","1",161.0,36.58,124.42,161.0,22.72
"2023-07-23","Monitor","Accessories","West","7",7238.0,1889.69,5348.31,1034.0,26.11
"2024-03-30","Smartphone","Electronics","North","3",3561.0,347.31,3213.69,1187.0,9.75
"2022-08-07","Monitor","Accessories","North","5",1850.0,534.39,1315.61,370.0,28.89
"2022-03-06","Mouse","Accessories","West","6",3522.0,626.72,2895.28,587.0,17.79
"2023-11-24","Smartwatch","Electronics","East","1",584.0,172.4,411.6,584.0,29.52
"2023-08-31","Smartphone","Electronics","East","4",2556.0,412.44,2143.56,639.0,16.14
"2023-10-14","Smartphone","Electronics","South","2",348.0,56.31,291.69,174.0,16.18
"2023-05-16","Monitor","Accessories","South","9",1602.0,142.49,1459.51,178.0,8.89
"2023-06-19","Monitor","Accessories","South","3",2853.0,437.59,2415.41,951.0,15.34
"2023-07-21","Printer","Office","West","1",1024.0,230.3,793.7,1024.0,22.49
"2022-03-20","Camera","Electronics","East","5",4485.0,1324.49,3160.51,897.0,29.53
"2023-08-06","Printer","Office","East","2",436.0,79.69,356.31,218.0,18.28
"2024-10-21","Smartwatch","Electronics","North","2",2232.0,150.12,2081.88,1116.0,6.73
"2022-08-14","Keyboard","Accessories","South","6",7056.0,1445.01,5610.99,1176.0,20.48
"2022-03-15","Keyboard","Accessories","East","5",875.0,96.65,778.35,175.0,11.05
"2022-02-01","Smartwatch","Electronics","East","3",315.0,61.94,253.06,105.0,19.66
"2022-04-24","Laptop","Electronics","East","2",358.0,51.75,306.25,179.0,14.46
"2023-03-23","Camera","Electronics","South","7",3451.0,194.42,3256.58,493.0,5.63
"2022-02-10","Laptop","Electronics","North","9",1350.0,189.13,1160.87,150.0,14.01
"2023-10-19","Tablet","Electronics","West","8",3320.0,413.32,2906.68,415.0,12.45
"2024-09-10","Mouse","Accessories","North","9",8442.0,940.33,7501.67,938.0,11.14
"2022-06-17","Keyboard","Accessories","South","1",166.0,31.97,134.03,166.0,19.26
"2023-08-09","Mouse","Accessories","North","5",3720.0,448.6,3271.4,744.0,12.06
"2023-07-11","Laptop","Electronics","South","2",1090.0,136.65,953.35,545.0,12.54
"2024-01-05","Laptop","Electronics","West","9",9783.0,2347.49,7435.51,1087.0,24.0
"2022-09-22","Smartphone","Electronics","North","4",2432.0,657.18,1774.82,608.0,27.02
"2023-06-22","Mouse","Accessories","North","7",4060.0,291.42,3768.58,580.0,7.18
"2023-03-26","Smartwatch","Electronics","North","1",387.0,99.59,287.41,387.0,25.73
"2023-08-11","Smartwatch","Electronics","North","3",966.0,120.56,845.44,322.0,12.48
"2024-05-17","Tablet","Electronics","North","3",3366.0,882.29,2483.71,1122.0,26.21
"2024-06-30","Monitor","Accessories","West","7",7833.0,1843.94,5989.06,1119.0,23.54
"2023-04-09","Monitor","Accessories","West","1",610.0,33.55,576.45,610.0,5.5
"2022-05-28","Smartwatch","Electronics","West","8",4288.0,597.09,3690.91,536.0,13.92
"2022-07-18","Printer","Office","North","9",7740.0,605.35,7134.65,860.0,7.82
"2024-08-20","Smartwatch","Electronics","West","9",3150.0,457.13,2692.87,350.0,14.51
"2023-12-31","Keyboard","Accessories","West","2",894.0,224.75,669.25,447.0,25.14
"2022-10-09","Laptop","Electronics","North","8",7544.0,1219.73,6324.27,943.0,16.17
"2024-03-01","Keyboard","Accessories","North","8",6360.0,1871.88,4488.12,795.0,29.43
"2022-03-19","Smartphone","Electronics","West","4",2428.0,485.75,1942.25,607.0,20.01
"2022-10-05","Headphones","Accessories","South","2",574.0,38.52,535.48,287.0,6.71
"2023-04-25","Keyboard","Accessories","West","6",6744.0,660.47,6083.53,1124.0,9.79
"2023-09-11","Headphones","Accessories","North","6",798.0,213.4,584.6,133.0,26.74
"2023-01-13","Printer","Office","North","5",2860.0,339.0,2521.0,572.0,11.85
"2022-04-03","Printer","Office","South","5",5410.0,1129.77,4280.23,1082.0,20.88
"2023-02-26","Laptop","Electronics","West","5",4445.0,580.15,3864.85,889.0,13.05
"2024-11-03","Smartwatch","Electronics","South","8",7536.0,1197.09,6338.91,942.0,15.88
"2023-09-26","Monitor","Accessories","North","7",4165.0,263.26,3901.74,595.0,6.32
"2024-02-19","Laptop","Electronics","East","3",3021.0,763.99,2257.01,1007.0,25.29
"2024-04-29","Keyboard","Accessories","North","2",310.0,70.66,239.34,155.0,22.79
"2024-05-15","Headphones","Accessories","South","2",2170.0,522.0,1648.0,1085.0,24.06
"2024-10-22","Tablet","Electronics","West","3",2832.0,317.76,2514.24,944.0,11.22
"2022-07-31","Smartwatch","Electronics","West","5",3945.0,392.09,3552.91,789.0,9.94
"2022-09-10","Tablet","Electronics","South","4",2104.0,308.0,1796.0,526.0,14.64
"2022-08-24","Monitor","Accessories","South","2",2060.0,517.64,1542.36,1030.0,25.13
"2024-06-23","Printer","Office","North","4",1060.0,155.78,904.22,265.0,14.7
"2023-01-13","Smartwatch","Electronics","South","6",810.0,108.61,701.39,135.0,13.41
"2022-09-23","Laptop","Electronics","West","3",873.0,57.42,815.58,291.0,6.58
"2022-02-08","Tablet","Electronics","West","5",595.0,121.11,473.89,119.0,20.35
"2022-12-18","Laptop","Electronics","West","2",1562.0,119.56,1442.44,781.0,7.65
"2022-01-25","Smartwatch","Electronics","East","9",5337.0,1575.99,3761.01,593.0,29.53
"2022-12-09","Printer","Office","North","2",212.0,13.4,198.6,106.0,6.32
"2023-06-14","Printer","Office","East","8",2704.0,705.74,1998.26,338.0,26.1
"2024-05-31","Laptop","Electronics","North","5",3225.0,523.32,2701.68,645.0,16.23
"2023-08-07","Monitor","Accessories","North","2",1342.0,184.59,1157.41,671.0,13.75
"2022-07-13","Mouse","Accessories","South","7",3395.0,1012.78,2382.22,485.0,29.83
"2024-12-01","Smartwatch","Electronics","East","4",3968.0,480.72,3487.28,992.0,12.11
"2024-04-12","Smartphone","Electronics","West","5",4555.0,776.65,3778.35,911.0,17.05
"2022-02-26","Tablet","Electronics","West","2",2132.0,365.44,1766.56,1066.0,17.14
"2022-03-31","Mouse","Accessories","West","6",6516.0,842.83,5673.17,1086.0,12.93
"2023-08-17","Smartwatch","Electronics","North","2",2040.0,481.15,1558.85,1020.0,23.59
"2024-09-23","Mouse","Accessories","East","6",6126.0,428.38,5697.62,1021.0,6.99
"2022-09-11","Smartwatch","Electronics","West","8",520.0,30.58,489.42,65.0,5.88
"2023-01-01","Camera","Electronics","South","5",4470.0,526.96,3943.04,894.0,11.79
"2024-07-12","Smartwatch","Electronics","West","8",5504.0,1196.78,4307.22,688.0,21.74
"2022-01-11","Headphones","Accessories","West","4",3036.0,511.69,2524.31,759.0,16.85
"2024-10-05","Smartwatch","Electronics","East","5",2725.0,308.29,2416.71,545.0,11.31
"2024-09-16","Printer","Office","North","8",4080.0,336.96,3743.04,510.0,8.26
"2024-05-23","Keyboard","Accessories","North","8",3080.0,776.6,2303.4,385.0,25.21
"2023-06-08","Smartwatch","Electronics","North","5",1525.0,413.75,1111.25,305.0,27.13
"2022-07-16","Monitor","Accessories","South","4",1332.0,342.85,989.15,333.0,25.74
"2023-07-24","Smartphone","Electronics","South","7",4669.0,803.21,3865.79,667.0,17.2
"2022-03-12","Smartwatch","Electronics","West","6",5310.0,1099.84,4210.16,885.0,20.71
"2023-01-12","Camera","Electronics","East","8",9392.0,2651.84,6740.16,1174.0,28.24
"2022-11-03","Monitor","Accessories","South","5",1350.0,198.19,1151.81,270.0,14.68
"2024-03-14","Monitor","Accessories","North","4",3648.0,768.61,2879.39,912.0,21.07
"2023-07-27","Printer","Office","North","2",300.0,47.59,252.41,150.0,15.86
"2022-08-14","Smartphone","Electronics","North","3",3408.0,727.26,2680.74,1136.0,21.34
"2024-11-17","Keyboard","Accessories","South","9",4302.0,475.96,3826.04,478.0,11.06
"2024-05-13","Keyboard","Accessories","South","5",4575.0,771.24,3803.76,915.0,16.86
"2022-10-21","Laptop","Electronics","East","8",9304.0,1855.7,7448.3,1163.0,19.95
"2024-04-15","Monitor","Accessories","East","4",1928.0,232.48,1695.52,482.0,12.06
"2023-01-17","Printer","Office","East","2",1042.0,86.24,955.76,521.0,8.28
"2023-11-28","Tablet","Electronics","East","3",2214.0,507.7,1706.3,738.0,22.93
"2024-05-03","Keyboard","Accessories","South","4",3024.0,678.26,2345.74,756.0,22.43
"2023-08-11","Camera","Electronics","East","2",1104.0,173.01,930.99,552.0,15.67
"2022-07-26","Mouse","Accessories","East","8",6056.0,1631.71,4424.29,757.0,26.94
"2023-02-07","Mouse","Accessories","South","5",5295.0,1375.98,3919.02,1059.0,25.99
"2022-01-19","Smartphone","Electronics","North","4",3668.0,839.4,2828.6,917.0,22.88
"2023-06-30","Printer","Office","South","9",4293.0,295.47,3997.53,477.0,6.88
"2022-08-19","Mouse","Accessories","North","7",5789.0,950.45,4838.55,827.0,16.42
"2023-08-27","Smartwatch","Electronics","North","6",4440.0,800.92,3639.08,740.0,18.04
"2022-03-10","Printer","Office","South","5",5515.0,330.02,5184.98,1103.0,5.98
"2024-10-12","Camera","Electronics","North","4",784.0,192.77,591.23,196.0,24.59
"2024-06-15","Laptop","Electronics","East","4",576.0,156.59,419.41,144.0,27.19
"2024-09-09","Smartwatch","Electronics","West","5",705.0,198.62,506.38,141.0,28.17
"2023-09-24","Keyboard","Accessories","North","6",4458.0,1215.3,3242.7,743.0,27.26
"2022-08-25","Smartphone","Electronics","East","6",6780.0,811.92,5968.08,1130.0,11.98
"2023-10-01","Smartwatch","Electronics","North","5",3970.0,642.7,3327.3,794.0,16.19
"2023-01-08","Monitor","Accessories","North","7",5131.0,368.11,4762.89,733.0,7.17
"2022-10-02","Laptop","Electronics","East","7",1750.0,90.21,1659.79,250.0,5.15
"2022-02-11","Tablet","Electronics","East","7",8337.0,753.35,7583.65,1191.0,9.04
"2022-09-15","Keyboard","Accessories","East","9",9810.0,549.46,9260.54,1090.0,5.6
"2024-01-28","Keyboard","Accessories","East","3",2658.0,794.36,1863.64,886.0,29.89
"2022-07-23","Printer","Office","West","1",473.0,43.65,429.35,473.0,9.23
"2022-01-14","Tablet","Electronics","North","9",2205.0,410.01,1794.99,245.0,18.59
